mode; se_or_pa; number; solver; ver; instance; timeout; width; validation_result; exit_status; time_real; time_user; time_sys; time_perc; time_mem
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_mulsol.i.5.gr; 100s; -1; 2; 124; 100.01; 97.44; 2.34; 99%; 52660
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_myciel5.gr; 100s; -1; 2; 124; 100.04; 98.47; 1.15; 99%; 375920
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_queen5_5.gr; 100s; 12; 0; 0; 0.14; 0.11; 0.01; 95%; 24364
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_queen6_6.gr; 100s; 20; 0; 0; 0.72; 0.69; 0.01; 98%; 25428
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_queen7_7.gr; 100s; 29; 0; 0; 47.48; 47.27; 0.13; 99%; 44356
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_zeroin.i.2.gr; 100s; -1; 2; 124; 100.00; 97.38; 2.37; 99%; 53064
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_zeroin.i.3-pp.gr; 100s; -1; 2; 124; 100.00; 96.76; 2.89; 99%; 50912
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; dimacs_zeroin.i.3.gr; 100s; -1; 2; 124; 100.01; 97.21; 2.51; 99%; 57472
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_abort_abort.gr; 100s; 2; 0; 0; 0.10; 0.08; 0.00; 91%; 19828
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_bankfixe_pagemap_alloc.gr; 100s; 3; 0; 0; 0.10; 0.07; 0.01; 93%; 17564
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_clock_gettime_clock_gettime.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 92%; 22184
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_clock_gettime_div10quickm.gr; 100s; 2; 0; 0; 0.09; 0.08; 0.00; 93%; 19912
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_clock_settime_clock_settime.gr; 100s; 3; 0; 0; 0.09; 0.07; 0.01; 92%; 17776
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_devf_fd_transfer.gr; 100s; 4; 0; 0; 0.22; 0.19; 0.01; 93%; 30480
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_devio_bfind.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.00; 91%; 19988
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_devio_kprintf.gr; 100s; 4; 0; 0; 0.12; 0.09; 0.01; 92%; 26008
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_difftime_difftime.gr; 100s; 2; 0; 0; 0.12; 0.09; 0.02; 95%; 26640
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_fgets_fgets.gr; 100s; 4; 0; 0; 0.11; 0.10; 0.00; 92%; 24480
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_filesys_filename.gr; 100s; 4; 0; 0; 0.10; 0.09; 0.00; 93%; 22156
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_filesys_getinode.gr; 100s; 4; 0; 0; 0.11; 0.09; 0.01; 93%; 24796
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_filesys_i_open.gr; 100s; 4; 0; 0; 0.20; 0.17; 0.01; 95%; 33096
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_filesys_newfstab.gr; 100s; 3; 0; 0; 0.09; 0.07; 0.01; 93%; 19896
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_filesys_srch_mt.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.01; 92%; 19924
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_gethostname_gethostname.gr; 100s; 3; 0; 0; 0.09; 0.08; 0.00; 94%; 17932
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_getpass__gets.gr; 100s; 4; 0; 0; 0.11; 0.09; 0.00; 91%; 22124
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_inode_rwsetup.gr; 100s; 3; 0; 0; 0.13; 0.10; 0.01; 93%; 28956
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_malloc___insert_chunk.gr; 100s; 4; 0; 0; 0.14; 0.13; 0.00; 95%; 28016
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_nanosleep_clock_nanosleep.gr; 100s; 4; 0; 0; 0.17; 0.14; 0.01; 95%; 30048
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_process_getproc.gr; 100s; 3; 0; 0; 0.11; 0.08; 0.01; 91%; 19896
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_qsort__lqsort.gr; 100s; 4; 0; 0; 0.13; 0.11; 0.01; 94%; 27104
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_ran_rand.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 92%; 22100
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_readdir_readdir.gr; 100s; 4; 0; 0; 0.12; 0.10; 0.00; 92%; 25968
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_regexp_regcomp.gr; 100s; 3; 0; 0; 0.15; 0.13; 0.00; 94%; 29716
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_setbuffer_setbuffer.gr; 100s; 3; 0; 0; 0.11; 0.09; 0.01; 92%; 22120
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_setenv_setenv.gr; 100s; 4; 0; 0; 0.15; 0.13; 0.00; 93%; 26620
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_se_ycomp.gr; 100s; 4; 0; 0; 0.12; 0.10; 0.01; 93%; 26536
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_stat_statfix.gr; 100s; 2; 0; 0; 0.10; 0.09; 0.00; 94%; 24480
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_syscall_fs2_chown_op.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 91%; 17892
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_syscall_fs2__fchdir.gr; 100s; 3; 0; 0; 0.09; 0.07; 0.01; 92%; 19812
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_syscall_proc__time.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.01; 93%; 24748
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_sysconf_sysconf.gr; 100s; 4; 0; 0; 0.17; 0.15; 0.01; 97%; 31236
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_tty_tty_read.gr; 100s; 5; 0; 0; 0.21; 0.19; 0.01; 96%; 32124
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_usermem_ugets.gr; 100s; 3; 0; 0; 0.09; 0.07; 0.01; 94%; 19952
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; fuzix_vfscanf_vfscanf.gr; 100s; 7; 0; 0; 40.72; 39.78; 0.75; 99%; 198172
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; random4reg.gr; 1000s; -1; 2; 124; 1000.18; 991.30; 6.88; 99%; 1306276
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; stdlib_gmtime.gr; 100s; 3; 0; 0; 0.16; 0.14; 0.00; 94%; 30824
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; stdlib_mktime.gr; 100s; 4; 0; 0; 0.12; 0.10; 0.01; 93%; 26872
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; stdlib_print_format.gr; 100s; 5; 0; 0; 1.82; 1.72; 0.08; 99%; 78376
ex; se; 3; BZTreewidth-DFS-LS.exe; 1; stdlib_sincoshf.gr; 100s; 3; 0; 0; 0.16; 0.15; 0.00; 94%; 30376
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; 4x12_torusGrid.gr; 1000s; -1; 2; 124; 1000.11; 991.38; 6.98; 99%; 1056568
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; 8x6_torusGrid.gr; 3600s; -1; 2; 124; 3600.40; 3571.17; 24.61; 99%; 2607056
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; AhrensSzekeresGeneralizedQuadrangleGraph_3.gr; 100s; 18; 0; 0; 0.20; 0.18; 0.01; 96%; 22412
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; BalancedTree_3,5.gr; 100s; 2; 0; 0; 0.12; 0.10; 0.01; 93%; 25560
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; BlanusaSecondSnarkGraph.gr; 100s; 5; 0; 0; 0.12; 0.09; 0.01; 94%; 24092
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; BrinkmannGraph.gr; 1000s; 9; 0; 0; 0.93; 0.91; 0.01; 98%; 22320
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; ChvatalGraph.gr; 100s; 7; 0; 0; 0.10; 0.08; 0.00; 93%; 17928
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; ClebschGraph.gr; 100s; 9; 0; 0; 0.10; 0.09; 0.00; 91%; 22072
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; CycleGraph_100.gr; 100s; 3; 0; 0; 0.21; 0.18; 0.01; 96%; 32476
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; DesarguesGraph.gr; 100s; 7; 0; 0; 4.28; 4.23; 0.03; 99%; 24608
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; DodecahedralGraph.gr; 100s; 7; 0; 0; 5.46; 5.38; 0.05; 99%; 25024
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; DorogovtsevGoltsevMendesGraph.gr; 100s; 3; 0; 0; 12.28; 11.87; 0.36; 99%; 188508
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; DoubleStarSnark.gr; 100s; 7; 0; 0; 43.40; 42.82; 0.43; 99%; 66592
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; DyckGraph.gr; 100s; -1; 2; 124; 100.04; 98.41; 1.32; 99%; 343592
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; ErreraGraph.gr; 100s; 7; 0; 0; 0.12; 0.10; 0.01; 94%; 24004
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; FibonacciTree_10.gr; 100s; 2; 0; 0; 0.12; 0.09; 0.01; 93%; 25200
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; FlowerSnark.gr; 100s; 7; 0; 0; 4.07; 4.01; 0.02; 99%; 24616
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; FolkmanGraph.gr; 100s; 7; 0; 0; 0.16; 0.14; 0.00; 94%; 22040
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; FriendshipGraph_10.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 87%; 17764
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_10_0.gr; 100s; 5; 0; 0; 0.11; 0.09; 0.01; 92%; 23964
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_10_1.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.01; 94%; 19936
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_20_0.gr; 100s; 7; 0; 0; 0.13; 0.11; 0.00; 93%; 26256
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_20_1.gr; 100s; 8; 0; 0; 0.13; 0.12; 0.00; 94%; 24352
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_30_0.gr; 100s; 9; 0; 0; 0.15; 0.13; 0.00; 95%; 24304
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_30_1.gr; 100s; 9; 0; 0; 0.13; 0.12; 0.00; 94%; 24420
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_40_0.gr; 100s; 11; 0; 0; 0.15; 0.14; 0.00; 94%; 24104
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_40_1.gr; 100s; 9; 0; 0; 0.16; 0.14; 0.01; 95%; 26416
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_50_0.gr; 100s; 11; 0; 0; 0.14; 0.12; 0.01; 95%; 24280
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GNP_20_50_1.gr; 100s; 13; 0; 0; 0.16; 0.14; 0.00; 95%; 24332
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GeneralizedPetersenGraph_10_4.gr; 100s; 7; 0; 0; 3.76; 3.70; 0.03; 99%; 24556
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GoethalsSeidelGraph_2_3.gr; 100s; 12; 0; 0; 0.13; 0.11; 0.00; 93%; 24076
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GoldnerHararyGraph.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.01; 93%; 19804
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GrayGraph.gr; 100s; -1; 2; 124; 100.02; 98.37; 1.30; 99%; 275180
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; GrotzschGraph.gr; 100s; 6; 0; 0; 0.11; 0.09; 0.00; 92%; 19864
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; HararyGraph_6_15.gr; 100s; 7; 0; 0; 0.11; 0.09; 0.00; 90%; 19956
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; HarborthGraph.gr; 1000s; 6; 0; 0; 40.51; 40.03; 0.34; 99%; 65824
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; HeawoodGraph.gr; 100s; 6; 0; 0; 0.13; 0.12; 0.00; 94%; 26204
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; HoffmanGraph.gr; 100s; 7; 0; 0; 0.13; 0.10; 0.01; 93%; 24052
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; HyperStarGraph_10_2.gr; 100s; 9; 0; 0; 0.13; 0.09; 0.02; 93%; 25712
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; IcosahedralGraph.gr; 100s; 7; 0; 0; 0.12; 0.10; 0.00; 91%; 20000
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; KittellGraph.gr; 1000s; 8; 0; 0; 0.51; 0.48; 0.01; 98%; 24300
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; KneserGraph_10_2.gr; 100s; 36; 0; 0; 7.60; 6.91; 0.37; 95%; 44360
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; LadderGraph_20.gr; 100s; 3; 0; 0; 0.11; 0.09; 0.00; 92%; 22108
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; MarkstroemGraph.gr; 100s; 5; 0; 0; 0.11; 0.09; 0.01; 92%; 22032
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; McGeeGraph.gr; 100s; 8; 0; 0; 75.82; 75.46; 0.20; 99%; 35152
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; MeredithGraph.gr; 100s; -1; 2; 124; 100.03; 98.52; 1.23; 99%; 234744
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; NauruGraph.gr; 100s; 7; 0; 0; 22.96; 22.80; 0.11; 99%; 26660
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; NonisotropicOrthogonalPolarGraph_3_5.gr; 100s; 11; 0; 0; 0.11; 0.10; 0.00; 93%; 22036
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; NonisotropicUnitaryPolarGraph_3_3.gr; 100s; -1; 2; 124; 100.00; 98.81; 1.03; 99%; 46520
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; OddGraph_4.gr; 100s; -1; 2; 124; 100.04; 98.22; 1.36; 99%; 447228
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; OrthogonalArrayBlockGraph_4_3.gr; 100s; 9; 0; 0; 0.10; 0.07; 0.01; 92%; 21952
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; PaleyGraph_17.gr; 100s; 12; 0; 0; 0.12; 0.10; 0.01; 95%; 24148
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; PappusGraph.gr; 100s; 7; 0; 0; 0.93; 0.91; 0.00; 99%; 24396
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; PoussinGraph.gr; 100s; 7; 0; 0; 0.10; 0.09; 0.00; 93%; 23808
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_40_10_0.gr; 100s; 10; 0; 0; 0.15; 0.13; 0.01; 96%; 24384
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_40_10_1.gr; 100s; 11; 0; 0; 0.15; 0.12; 0.01; 90%; 24356
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_50_10_0.gr; 100s; 10; 0; 0; 0.14; 0.12; 0.01; 94%; 24364
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_50_10_1.gr; 100s; 9; 0; 0; 0.15; 0.13; 0.00; 93%; 24308
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_60_10_0.gr; 100s; 8; 0; 0; 0.15; 0.14; 0.00; 95%; 22192
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_60_10_1.gr; 100s; 9; 0; 0; 0.12; 0.11; 0.00; 93%; 24324
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_70_10_0.gr; 100s; 7; 0; 0; 0.11; 0.09; 0.01; 94%; 22060
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_70_10_1.gr; 100s; 7; 0; 0; 0.13; 0.11; 0.00; 93%; 26364
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_80_10_0.gr; 100s; 5; 0; 0; 0.11; 0.09; 0.00; 92%; 17980
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_20_80_10_1.gr; 100s; 6; 0; 0; 0.11; 0.08; 0.01; 91%; 19856
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_100_90_30_0.gr; 1000s; -1; 2; 124; 1000.11; 989.61; 8.30; 99%; 826364
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_300_75_30_0.gr; 1000s; 30; 0; 0; 785.64; 768.03; 15.51; 99%; 59948
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RKT_300_90_30_0.gr; 1000s; -1; 2; 124; 1000.01; 987.63; 10.13; 99%; 105904
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBarabasiAlbert_100_2.gr; 100s; -1; 2; 124; 100.02; 98.99; 0.74; 99%; 152368
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBipartite_10_50_3.gr; 100s; 10; 0; 0; 0.88; 0.85; 0.01; 98%; 30112
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBipartite_25_50_1.gr; 1000s; -1; 2; 124; 1000.16; 991.21; 6.94; 99%; 1606004
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBipartite_25_50_3.gr; 1000s; -1; 2; 124; 1000.07; 965.33; 32.56; 99%; 499344
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBoundedToleranceGraph_60.gr; 1000s; 31; 0; 0; 426.35; 412.38; 11.93; 99%; 55260
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomBoundedToleranceGraph_80.gr; 1000s; 33; 0; 0; 752.07; 717.22; 32.28; 99%; 54648
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RandomGNM_100_100.gr; 100s; 7; 0; 0; 2.70; 2.65; 0.02; 99%; 26664
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; RingedTree_6.gr; 100s; -1; 2; 124; 100.04; 98.47; 1.30; 99%; 287004
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; SchlaefliGraph.gr; 100s; 22; 0; 0; 0.91; 0.88; 0.01; 99%; 25988
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; ShrikhandeGraph.gr; 100s; 10; 0; 0; 0.15; 0.14; 0.00; 96%; 24212
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; SierpinskiGasketGraph_3.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.00; 92%; 17668
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; SquaredSkewHadamardMatrixGraph_2.gr; 100s; -1; 2; 124; 100.00; 99.55; 0.29; 99%; 41296
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; StarGraph_100.gr; 100s; 2; 0; 0; 0.11; 0.09; 0.00; 91%; 19880
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; SylvesterGraph.gr; 100s; -1; 2; 124; 100.04; 98.16; 1.29; 99%; 361472
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; SzekeresSnarkGraph.gr; 100s; -1; 2; 124; 100.03; 98.17; 1.31; 99%; 259028
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; TaylorTwographDescendantSRG_3.gr; 100s; 18; 0; 0; 0.20; 0.17; 0.02; 96%; 24492
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; TaylorTwographSRG_3.gr; 100s; 23; 0; 0; 0.36; 0.34; 0.00; 97%; 24960
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; Toroidal6RegularGrid2dGraph_4_6.gr; 100s; 10; 0; 0; 1.55; 1.53; 0.00; 99%; 22336
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; WheelGraph_100.gr; 100s; 4; 0; 0; 0.46; 0.43; 0.02; 98%; 34864
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; WorldMap.gr; 100s; 6; 0; 0; 0.32; 0.30; 0.00; 96%; 31136
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_calc_input_to_operand1.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 92%; 19948
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_collect_enqueue_dummy_packet.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 92%; 20112
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_collect_received_announcement.gr; 100s; 3; 0; 0; 0.10; 0.08; 0.00; 91%; 22176
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_collect_send_ack.gr; 100s; 2; 0; 0; 0.10; 0.08; 0.01; 92%; 22212
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_collect_send_next_packet.gr; 100s; 2; 0; 0; 0.09; 0.07; 0.00; 93%; 19804
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_collect_send_queued_packet.gr; 100s; 3; 0; 0; 0.14; 0.12; 0.01; 95%; 29224
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_contikimac_input_packet.gr; 100s; 4; 0; 0; 0.13; 0.10; 0.02; 95%; 25364
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_contikimac_powercycle.gr; 100s; 6; 0; 0; 0.55; 0.51; 0.03; 98%; 41136
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_ctk_ctk_menu_add.gr; 100s; 3; 0; 0; 0.09; 0.07; 0.01; 92%; 19848
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_cxmac_input_packet.gr; 100s; 4; 0; 0; 0.13; 0.11; 0.01; 94%; 27956
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_dhcpc_dhcpc_init.gr; 100s; 3; 0; 0; 0.10; 0.07; 0.01; 91%; 19952
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_dhcpc_dhcpc_request.gr; 100s; 3; 0; 0; 0.09; 0.08; 0.00; 93%; 20080
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_dhcpc_handle_dhcp.gr; 100s; -1; 2; 124; 100.02; 99.26; 0.58; 99%; 139628
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_httpd-cfs_send_file.gr; 100s; 4; 0; 0; 0.10; 0.08; 0.00; 88%; 20096
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_httpd-cfs_send_headers.gr; 100s; 4; 0; 0; 0.14; 0.11; 0.01; 95%; 28220
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_ifft_ifft.gr; 100s; 3; 0; 0; 0.19; 0.16; 0.02; 96%; 36344
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_ircc_handle_connection.gr; 100s; 5; 0; 0; 1.14; 1.10; 0.03; 99%; 38880
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_ircc_list_channel.gr; 100s; 4; 0; 0; 0.12; 0.11; 0.00; 95%; 26788
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_lpp_dutycycle.gr; 100s; 6; 0; 0; 0.16; 0.13; 0.01; 94%; 34472
ex; se; 3; BZTreewidth-DFS-SV-ASV-EADD-MMW.exe; 1; contiki_lpp_init.gr; 100s; 2; 0; 0; 0.09; 0.06; 0.01; 91%; 19696
